"I caught this movie on late-night TV. Honestly i saw most of it, and the whole time i was sitting in complete and utter disbelief.<br /><br />Is there any genre that's more pointless than soft-core porn? If there is i don't want to know about it. Softcore porn combines all the horrors of porn (lousy production values, abominable acting, crappy scripts) with the coyness of sex-scenes in regular movies. So the end result is arousing nor entertaining. This movie also has the rather odd approach of a science-fiction setting, and it works horribly. All the sex is performed in some sort of virtual reality setting where the crew from the future learn about physical love. And yes, it's about as confused and silly as it sounds.<br /><br />But there has to be some positive points though, right? Well, there is one... Krista Allen is amazingly hot. That's about the only thing that was less than awful in this movie. I don't know what it is about her, but she has an amazing sex appeal. The rest of the cast look like the standard porn-cast though. Rather unattractive women with poorly done fake breasts, and men that have spent far too much time in the gym toning themselves grotesque. Probably a gym in Germany as well judging by haircuts and clothing.<br /><br />To sum things up. If you enjoy Krista Allens presence on screen you can watch this for the brief moments where she shows some of her seductive potential (most of the time she tries to articulate crappy lines of dialog though). If you don't enjoy Krista Allen then you might as well stay away altogether.<br /><br />I rate this 10/10 for Krista Allens sex appeal, 1/10 for everything else and 2/10 for entertainment value since this is a unique crappy porn/science fiction hybrid that's not really like anything i've ever seen.",negative
"There are some excellent comments and observations on this film. I was pleased to note the comparisons to Fritz Lang's ""M"" (forget the 50's abortive remake with lightweight David Wayne). The real villain is not the tortured murderer (extraordinarily fine performance by Jeffery DeMunn), taking out his sexually frustrated anger on his victims-- mostly children. He is the objective. The real villain is the stifling bureaucratic Soviet system, drowning in its own corrupted incompetence. The frustration of an uncompromisingly dedicated man (Rea in his best role since ""The Crying Game""), a facile pragmatist who's willing to use the system to his advantage (Sutherland always successful in this kind of role), a hesitant, frightened but determined psychiatrist (the incomparable Max Sydow), the bumbling, boopous bureaucrat of a prosecutor (brilliant Brit actor John Wood) and the quiet, supporting wife of the driven investigator (delightful supporter, Imelda Staunton). This is one damn fine film. Its darkness and bleakness are supported by the portrayal of a corrupt, incompetent system which works against success. The is no need to dip into gore-laden slice 'n dice sensationalism that has characterized so many recent films. Gore is present-- it's a ghastly story-- but it adds to the depicting of a pathologically twisted human being. The success of the story is precisely that: these were acts perpetrated by a person, a human like you or I. Where you and I choose to vent our frustration by reasonable means, Chikatilo took his anger out on the most innocent and vulnerable of us, our children. The superb premise of this story is made manifest by an equally superb cast of excellent actors. --sadly, I note that our Australian friend didn't like the speech and no doubt would have preferred to hear them speaking in Aussie dialect. Well, too bad. This fine film sure worked for me and everyone else I've talked with who has seen it.",positive
"...instead, watch it as a great coming of age tale about African American males in the mid 1960's in the ghettos of Chicago. For all of you out there under the age of 50, ""What's Happening"" was a light-hearted rather quirky sitcom with very few serious moments that lasted four years (1975-1979) concerning a group of young African American high school kids living in a working class neighborhood. I liked it a great deal - it just has no real connection to this film. ""Cooley High"" started out as being the basis for ""What's Happening"", but its serious nature did not register well with test audiences, so it was redone as a comedy, even though the credits on ""What's Happening"" still read that it was based on this movie.<br /><br />This film starts out light, but touches many aspects of life unique to the turbulent 1960's and also some other aspects of growing up that are timeless. The guys deal with sex, betrayal, joblessness, hopelessness, and even early death. The ending is quite powerful and serious, and the film has a great Motown soundtrack. Highly recommended. Unfortunately, this film is not new enough to be played on premium cable channels and not considered old enough to be considered a classic movie and played in the few venues for those films either.",positive
"It is so rare that I get to rate a movie without having some reservation as to whether I should have gone up one or down one but this one.....Did the explosion rate a notch higher, or one down because my brain hurt trying to CREATE a plot. No, THIS ONE....yeah, a solid, no brainer.....ONE/ten",negative
"**SPOILERS** Simple movie about simple people who's problems are far too complex for them to handle.<br /><br />Natalie aka Sara Ravenna, Shirley Knight, has become overwhelmed with married life and the fact that she's now pregnant is the straw that breaks the camel's back. Taking off from her homes in Long Island New York Natalie has no idea where she's going but hopes to find peace and tranquility somewhere in the heartland of America. It's on the Pennsylvania Turnpike that Natalie picks up hitchhiker Jimmie ""Killer"" Kilgannon, James Cann,who seems as lost and confused as she is. As Natalie, calling herself Sara at the time, soon finds out Jimmie had suffered a serious brain concussion while playing football on his collage team and has been reduced to such a simple minded individual who's so passive that he lets everyone, including later in the movie Natalie, step all over him.<br /><br />Sympathetic at first Natalie becomes very annoyed at the self pitying Jimmie for not standing up for himself and letting himself be used as a doormat by everyone he comes in contact with in the movie. Not knowing what to do with the child-like Jimmie Natalie finally gets him a Job in far off Nebraska as a cleaning man at the Reptile Jungle pet market owned and run by, Mr. Alfred, Tom Aldrege. Being the both kind and simple-minded person that he is Jimmie lets all the animals out of their cages causing havoc at the pet store and has him fired by his boss Mr. Alfred.<br /><br />In the meantime Natalie who thought that she was finally through with Jimmie ends up back at the Reptile Jungle when she's given a speeding ticket by traffic cop Gordon, Robert Duvall. It seems that Mr. Alfred is also the acting county judge and is the person that Natalie is to pay her traffic fine to. While all this is happening Gordon-the cop- had developed a strong liking for Natalie and wants to get her in the sack, at his trailer home, the first chance he can. Gordon a widower with a uncontrollable 12 year old daughter Rosalie, Marva Zimmet, needs a mature woman-with lots of lovin'- to make him forget his many social and psychological problems and Natalie is exactly the medicine that the doctor ordered!<br /><br />***SPOILERS*** Wild and shocking final with Gordon going completely out of his mind and attempting to rape Natalie, who refused his drunken advances, which has Jimmie finally get out of his self-pitying stupor and came to her rescue. There's no happy ending here with Natalie saved from being both manhandled and raped by Gordon but Jimmie, who was bouncing Gordon around like a Ping-Pong ball, ending up dead for all his good and noble efforts.<br /><br />Jimmy by far was he most tragic and sympathetic person in the entire movie. All Jimmie wanted was a friend to talk to and spend time with and all he ended up getting was the sh*t end of the stick. By everyone even the one person who at first treated him with kindness and understanding Natalie Ravenna! In the end Jimmie even though he was treated like dirt by everyone despite his willingness not to offend even those who stepped all over him came out as the most likable kindest as at the same time heroic person in the entire film.",positive
"The Sopranos (now preparing to end) is the very peak of adult television and drama. When The Sopranos hits the mark, it really hits the mark. Using great writing and great actors (most of them being extras from Goodfellas) the series is aloud to progress in a satisfyingly unpredictable and exceptional way. Heading up the cast is James Gandolfini, who for all intensive purposes is Tony Soprano, and Edie Falco, who certainly holds her own. The series also boasts a great collection of regulars to push the plot along by any means necessary (usually violence and foul language). Tony Sirico, Michael Imperioli and Steve Van Zandt are great secondary characters that make every episode more interesting. Seasonal extras are also worth note including names like Steve Buscemi (great!), Joe Pantoliano (great!), David Proval (good), Robert Patrick, Robert Loggia and Frank Vincent.<br /><br />The Sopranos is a great family drama and a realistic interpretation of modern day mafia societies that despite the rare bad story lines manages to be unique TV. Symbolism and simple story lines, dreams and shoot-outs and many other things create intertwining stories and relationships that at the end of each season are resolved to create yet another perfect HBO package. Watch it...",positive
"Usually I'm the one criticizing the twenty-something Neanderthals for not being able to appreciate a film unless it has plastic t*ts, gunfights and car chases. However, in this case the film might actually have been improved with a few of those additions. At least I wouldn't have gotten bored after an hour and changed channels.<br /><br />I don't mind surreal, and I certainly don't mind having to pay attention to find subtlety or hidden meaning, but there should be some point to the whole thing. I didn't get the feeling that even the writer or director really had a broad vision of anything but were, instead, just so self-absorbed in their own pretentious visions that they became deliberately scattered. Or perhaps they just got confused themselves. Either way, I don't care. It bored the crap out of me for just over an hour with no saving grace.<br /><br />Although a whole pack of other viewers have filled up this site with excited ravings about the alleged symbolism and masterful cinematography, I must respectfully disagree. Perhaps I didn't mince through enough film classes to appreciate some inspired techniques not visible to mere mortals ...<br /><br />Or perhaps this movie was just crap. <br /><br />I give it a ""1"" and file it next to ""Ishtar.""",negative
"STAR RATING: ***** Unmissable **** Very Good *** Okay ** You Could Go Out For A Meal Instead * Avoid At All Costs <br /><br />The tale of the titular Adam (Mark O' Halloran) and Paul (Tom Murphy), two heroin addicts in the slums of Dublin and their daily amblings about in their meaningless lives searching for the next fix that will make their day. Along the way they try and reconcile with close family and friends who they've managed to let down and destroy over the years.<br /><br />I know a lot of Irish people like to drink, but it seems some of them have problems with heroin, too by the looks of this movie. I know there is a bit of a drug problem over there, like there is in many parts of the world, so another humorous take on the subject matter is not an entirely unexpected thing.<br /><br />I don't recall the last Irish movie I saw (the film is shot in a style that makes it stand out from any film I've seen lately!) And, judging from that, obviously I'm not as enlightened on their humour as I could be. The film is rather funny in certain parts, but it's obviously another comedy that isn't afraid to raise near-the-knuckle laughs. The scene in which the mentally disabled boy is robbed down the back of an alley is certainly true of what a pair of junkies might do to feed their habit but is nonetheless utterly despicable and I'm not sure if it was meant as dark humour in any way but it certainly didn't put a smile on my face! It's also in stark contrast to their previous actions where they're seen showing their soft side rocking a baby to-and-fro. In light of this, some may find the ending sad, others may see it as just desserts.<br /><br />Overall, I just failed to see the point to the film. I didn't see any motivation in the 'story' it was telling. It just seems to amble along without really involving the audience in any way. Unlike Trainspotting (which dealt with similar themes!) it's an unsuccessful effort for the most part that had me on the verge of nodding off despite it's very short 83 minute running time. Really no more enjoyable than following two real life junkies around for a day. **",negative
"I caught this movie a few years ago one night, and it was one of the funniest movies I have ever seen. However, since it is supposed to be an action movie, I cannot give it more stars since the humor was unintentional.<br /><br />Chuck Norris plays a truck driver who comes home from the road to see his family, and within the first five minutes the conflict arises which leads Chuck to seek vengeance for the rest of the film. Good thing too, 'cuz the sub-par acting by everyone involved was starting to get old very fast. Actually, the judge was pretty good, but I can't really describe what makes him work, you'll have to check it out for yourself.<br /><br />And the custom van Chuck Norris drives is hideously classic!",negative
"I, too, found ""Oppenheimer"" to be a brilliant series and one of the finest offerings ever on American PBS. David Suchet was particularly effective as Edward Teller, as I recall, and the overall conception was spectacularly good. The only reason that the series doesn't rate a full 10/10 is for the low-budget production values in some areas. Actual content is absolutely first-rate in my recollection.<br /><br />The Oppenheimer miniseries will be released in the UK on July 31st! It will be a Region 2/PAL set, but it would seem that a Region 1/NTSC set should be soon in the offing.<br /><br />If you have a universal player in the US, you can order the series right now from Amazon UK.<br /><br />http://tinyurl.com/znyyq<br /><br />Huzzah!!",positive
"Repugnant Bronson thriller. Unfortunately, it's technically good and I gave it 4/10, but it's so utterly vile that it would be inconceivable to call it ""entertainment"". Far more disturbing than a typical slasher film.",negative
Well i am going to go against the grain on this film so it seems. Being a self confessed horror fan I sat down to this not quite knowing what to expect. After 2 or 3 mins i actually found myself scared (quite rare). The film obviously has a small budget and is set around charing cross station but the films lack of money does not distract from the story. Yes the story is a bit far fetched and doesn't explain itself very well but THE CREEP is a class act and proceeds to slash and dismember anything that comes its way. MESSAGE FOR LADIES !!! THERE ARE CERTAIN PARTS OF THE FILM YOU SHOULD CLOSE YOUR EYES AT OR AT LEAST CROSS YOUR LEGS !! you will understand when you see it.<br /><br />All in all a good film and it makes a change to see a good slasher movie that actually scares,positive
"It's really a shame there was so much controversy surrounding this picture (in other words, the infamous affair between Ingrid Bergman and Roberto Rossellini), as this drew a lot of attention to a very forgettable film. The story is incredibly slow, cheap looking and uninteresting. And, to top this off, the film is stuffed to the brim with amateurish actors who can barely speak any English. I really would have preferred subtitles--it would have made the experience less exhausting. Back to the rotten acting. The Neo-realist movement was big in Italy at the time this film was made. Many of these films are absolute masterpieces (such as De Sica's Umberto D., The Children Are Watching Us and Miracle in Milan) because they got so much out of the non-professional actors. They behaved like normal people, but in Stromboli they act like normal people TRYING to be actors and come off very badly--like kids in a school play. <br /><br />By the way,...if you are hoping the movie has a good ending (thereby making your time commitment to the film worth while), DON'T bother. The plot was just totally uninvolving and silly--so much so, that I really found that I could have cared less about the characters. Like the island they all inhabit, the film is desolate and without color or life.",negative
"I have watched this movie a few times and never really thought it was that funny, but it's still fun to watch and good for a few laughs.<br /><br />Its about women that work at a company and their boss is a jerk and they end up giving him a taste of his own medicine, and try to get the respect they deserve.<br /><br />The acting is really good. Dabney Coleman is one of those 80's stars that plays a good bad guy, not really evil, just unlikeable. Dolly Partin is lovable and fun to watch in comedies and her down south wit really shines here. Jane Fonda is so-so and does little for me. Lily Tomlin is the best thing about this movie, she has the funniest lines and made me laugh out loud several times, gotta love her.<br /><br />I could recommend this to anyone that likes 80's comedy. I like the movie but it has things about it that I don't like. It starts off great and has a nice flow and then everything starts coming together all at once and made me care less about the characters. They all have little fantasies about what they would like to do the boss and although 'cute' I just thought it slowed down the flow of the movie. As the movie goes on it once again picks up and the funniest things happen and then once again it slows down, only to wrap up in a quick manner thats too good to be true.<br /><br />4 out of 10 stars, but give it a try if you haven't seen it. I think depending on ones mood it may be more or less likable.",negative
Loved it! This has to be the best horror flick of the 90's. I<br /><br />was at the edge of my seat. I jumped a couple times. Wonderful<br /><br />acting. It is totally horror but it was funny when it was meant<br /><br />to be.,positive
"This is a film that I love above all others. I try to revisit the main film locations in Oakworth and Oxenhope whenever I can, which help to re-establish those magical qualities that this film seems to embody so uniquely - recalling a gentler and more mannered age, with its unspoken assertions that people really do matter, that family life is not just another disposable, and that life really is worth living (though sometimes, we may doubt that). In short, a film that soon brings tears to my eyes, helped perhaps by the deeply evocative music - some tunes are jaunty (like the Perks' tune, played on a trombone, sometimes with spoons), the stirring melody when the family first set off for Yorkshire not knowing what lies ahead, and the haunting little tune played on a solo clarinet (or is it an oboe?) that precedes sudden child-felt changes in fortune.<br /><br />This is as much a film for adults as for children, appealing to the eternal child in us all - a key that effortlessly reactivates those deep and apparently long-lost values and feelings buried inside us, which are normally swept aside by the demands of modern everyday life. This is a film about basic human goodness and decency in which we the viewers are left to make of it what we will, and there are welcome touches of humour sometimes added for good measure, such as the arrival of the aunt or, on a more earthy level, the bedroom scene on Perks' birthday - ""All right Bert - as it's your birthday!"" I must know every scene, every line of this film, and yet so great is the magic that each time I watch, it is like I am opening a box of delights for the first time, savouring each moment - sometimes humorous, sometimes....well, very different. As Peter says in the film: ""it's perfect - more perfect than you know"". And so it is!!!",positive
"This movie shows how racist John Singleton is. He portrays whites and other races that are not black as the evil that exists in our educational system. How quick he forgets that it is this same educational system that made him what he is and failed at it. Ice Cube's character is the epitome of an instigating black man that was responsible for most of the violence in this film. Singleton barely touched on the relationships between the white and black characters that were trying to reach out to each other. When Omar Epps says "" I need to be with my people"", that racist remark spoke volume. And John, don't think for a minute that the picture of Thomas Jefferson in the tower stairwell did not get my attention. Nice touch!",negative
"Rarely does one find a movie so bad that it achieves the often-sought paradigm of having so little redeeming value that that alone makes it worth watching. ""Cyclone,"" I am happy to report, is such a film.<br /><br />I knew I was in for something good as soon as I found the videotape. I am at least its fourth owner: It has a ""Used Movie Sale! $9.95"" sticker on the front, and a yard-sale sticker for one dollar. I picked it up at a thrift store for fifty cents.<br /><br />The Used Movie Sale! sticker covers much of the front cover artwork, meaning that what I see is a truly odd blended still of the front of the Cyclone super bike, a car flipping over on fire, and Heather Thomas, wearing Flouncy Eighties Hair with her mouth open in an expression that says, ""I 'ave a 'ooth ache."" I saw that and thought, ""All RIGHT."" The case, honestly, was enough (""with nowhere to turn and no one to trust, Teri is plunged headlong into a maze of danger and deceit""), but I surprised myself by actually getting around to watching it. I always make time for the really bad films. That ""Fight Club"" tape can wait.<br /><br />Meet Teri. Teri is a stunningly well-crafted character, as we can tell from her introduction, in which she and her friend do exercises that highlight her breasts and, later, her legwarmers. Then Teri goes off to hook up with her boyfriend for the evening that goes horribly wrong. Before she knows it, Teri is driven ""straight into a web of deadly double-crosses in CYCLONE."" The VHS box tells it like it is.<br /><br />Left out of the box summary - perhaps out of some faint hope that actual copies of this film would be sold - is how awful the acting is. It might have been just me, but I kept thinking I could read the characters' thoughts through their eyes. ""This is dumb,"" thinks Heather Thomas. ""I know,"" thinks Bad Guy with Too-Wide Mouth.<br /><br />A driving force (no pun intended) for the second half of this epic picture are the car chases. Those were actually pretty good, although I'm inclined that gasoline doesn't need coaching on how to explode. What really impressed me is that, in all the chases, the streets were pretty much empty. It's like there are only twenty people in this huge city.<br /><br />I know what you're thinking. You're thinking, ""Gee Wilikers! I have to see this movie!"" The sad thing, though, is that you can't find it. Oh no. ""Cyclone"" is a film that finds YOU. Just wait. Some day - perhaps during lunch, perhaps late in the evening, perhaps ""when military scientist Jeffery Combs ('Re-Animator')is murdered by hired assassins"" - you will hear the rustle of legwarmers, and know that it is time.",negative
"This failed exercise in satire or commentary on the human condition easily earned a place as one of the 10 worst movies I've ever seen. I'm seriously considering buying a copy, if I can find one dirt cheap, to chase away unwanted company. It's honestly that bad. I view it as some kind of anti-personnel weapon. If you're the kind of person who just has to see a train wreck to witness the carnage, then this movie is a gem. Just to be fair, Kelsey Grammar's character has 1 line that almost works, but doesn't quite. Other than that everything in this movie strives to be insightful, but misses the mark by approximately the distance between earth and the nearest pair of colliding galaxies. I usually can appreciate a book or movie where the protagonist suffers from some sort of existential angst, but the angst presented here is so unbelievable and over the top, and the movie doesn't even address the nonsense it presents in any valuable way. If you are familiar with the term ""word vomit"" then you may get some picture of the cinematrocity. Oh, and the narrative structure is ill conceived, pretentious and amateurish. It has failed on both style and substance. If you really hate someone, invite them over for a double feature of this movie and ""The Terror of Tiny Town,"" an all midget western from the 1930's and put them in restraints with their eyes forced open ""A Clockwork Orange"" style. But that probably violates some provision in the Geneva Conventions.",negative
"James Hacker MP didn't expect that he would be the next prime minister. Unlike in America, the party is elected in Britain while we, Americans, vote for candidates regardless of their party. Despite the differences, Paul Eddington CBE's performance as minister turned prime minister almost overnight is helped by his senior adviser, Sir Humphrey, played by another knight, Sir Nigel Hawthorne, and veteran actor Derek Fowlds also returns to the scene as well. Now instead of pleasing some people, he has to please the nation rather than his constituency. Now, he has a hard job to do even more difficult than before. Now, he must approve the honors list and work with Her Majesty as well on a regular basis. Hacker is not the hacking type. He is rather than the every man who we like and don't want to dislike and turn into a villain of sorts or a vicious dictator. Now, we see the prime minister's point of view and all the pleasing that must go on as well as handle strikes.",positive
"When going to see Rendition, I was expecting an exciting film on a controversial topic with big-name actors. I was not expecting a film that was so engrossing, exciting, poetic, and sad that picked me up from the very beginning and didn't let me go, even after I left the theater. A word of advice to anyone who hasn't seen it yet, don't let your politics come in the way of enjoying (or not enjoying) this film. Take it for what it is. I saw this with my conservative Jewish family (I'm the black sheep, the pseudo-liberal college student) and I thought they would write it off as ""liberal propaganda"". Instead, they said it was a great film with excellent performances (they like to fancy themselves film critics).<br /><br />It's sad that a movie like this has to be marketed by its Oscar-affiliated actors, while leaving out the constantly underrated Sarsgaard as well as new talent like the truly excellent Metwally. The entire cast gave good performances, with some standing out much more than others; my only problem with it was that there was a lot going on which didn't allow for much screen time for each of the characters. In fact, I felt like the ""sub-plot"" with Fatima and Khalid was just as prominent on screen as Anwar's part of the story.<br /><br />The characters all have the potential to fall into stereotypes, but the actors do a good enough job to give them depth with the little screen time they have. Streep is truly terrific, as a heartless senator, and as much as I don't want to see the actress in such a terrible role its impossible not to believe her. Gyllenhaal, who will probably be one of the Oscar nods for this movie, seems a bit unsure in his role at times. H's trying to portray his inner conflict but usually just comes off like he either forgot his lines or he doesn't know how he should feel. Sarsgaard gave an excellent performance; his unforgettable confrontation with Streep is easily one of the best parts of the movie. Metwally, again, was terrific, and I hope to see him in more mainstream films. It's a shame that Gyllenhaal with probably get nominated before him. Yigal Naor, as shown on IMDb, has been is some films already but he is a newcomer in my eyes. He, along with Mohammed Khouas and Zineb Oukach, all gave great performances.<br /><br />The story of Fatima and Khalid was not given any credit in commercials, but it brings a sad humanity to the story. The narrative was interesting as I was trying to really connect the two story until it was plainly told to us at the end. I've read some comments on here that say the love story was useless, but I disagree. I think it definitely shows another side to the controversial issue as well as humanity in general. Khalid was the real terrorist, but he was doing it to avenge his brother, and even though he is responsible for the attack, you see a humane side to him through the story with Fatima. Not that I think we should feel bad for actual terrorists, but I think the ""we are all people"" theme was definitely relevant.<br /><br />Whatever your feelings on terrorism, politics, etc. leave it out of the theater. The bottom line is this is an interesting story with a message we all need to hear.",positive
