it	negative:-3.853771307838561	positive:-3.8274154631331982
more	negative:-4.831708777342882	positive:-4.617512012018479
the	negative:-3.699242241149483	positive:-3.7005056651962547
watching	negative:-5.494693137727307	positive:-5.586042916315535
unforgettable	negative:-9.224801963917187	positive:-8.377504103529983
better	negative:-5.251069490701175	positive:-5.49619194873416
showed	negative:-7.83903314066454	positive:-7.684882460837282
club	negative:-8.53168763756669	positive:-8.714009194360644
seeing	negative:-6.4766122325841	positive:-6.152372564398521
screen	negative:-6.16846598756277	positive:-6.137694328896016
than	negative:-4.962099727143832	positive:-4.934700752955717
own	negative:-6.217816062154013	positive:-5.628209560534908
time	negative:-4.787233311458731	positive:-4.752944237980099
best	negative:-5.669230093149541	positive:-5.101560570407022
old	negative:-5.997923903632297	positive:-5.785362461648624
by	negative:-4.439128434592452	positive:-4.420285346790972
appears	negative:-7.146640937244955	positive:-7.105818942724699
ticket	negative:-8.937218450855731	positive:-8.126288234639404
when	negative:-4.799672161338917	positive:-4.660763097480276
summer	negative:-8.377898282820965	positive:-7.615758230774069
called	negative:-6.587943483254032	positive:-6.770265040047986
their	negative:-4.971693669719935	positive:-4.886631231176086
do	negative:-4.460739982602773	positive:-4.688070560271199
.	negative:-3.6967514114662325	positive:-3.7018019272523013
also	negative:-5.4673458321986255	positive:-4.892462572132414
videotaped	negative:-9.630102784785171	positive:-9.224637676677007
cinema	negative:-7.02974345240982	positive:-6.433760020303522
``	negative:-4.366182072982016	positive:-4.464273895748218
waste	negative:-6.120854914825163	positive:-8.246105992536293
big	negative:-5.909195467323961	positive:-6.108528369944453
Especially	negative:-8.937218450855731	positive:-8.126288234639404
2004	negative:-8.937087036176523	positive:-8.713943484862313
for	negative:-4.078140321872925	positive:-4.023481909335061
if	negative:-4.680355228465692	positive:-4.914887426743911
Even	negative:-6.248632806355638	positive:-6.770822188771944
well	negative:-5.242947320146089	positive:-4.799363253934315
an	negative:-4.483708517450899	positive:-4.368453928147875
Christmas	negative:-7.758760544157663	positive:-8.531950432391145
enjoyable	negative:-7.759482874031142	positive:-6.992227721317475
TV	negative:-6.137465222573316	positive:-6.284068696765191
that	negative:-3.868148342174847	positive:-3.9081536767885456
video	negative:-6.564281846901941	positive:-6.924284580933348
>	negative:-4.2051071271689215	positive:-4.192368101391492
to	negative:-3.733203163869923	positive:-3.7463785850284874
MC	negative:-10.323184242891017	positive:-9.630037062331072
State	negative:-8.937021322360168	positive:-9.22470339481195
enjoy	negative:-6.497954699327793	positive:-6.215722231643577
Archive	negative:-10.323184242891017	positive:-9.630037062331072
It	negative:-4.508871179263109	positive:-4.4038022513023485
disco	negative:-9.630102784785171	positive:-9.224637676677007
film	negative:-4.299475882523751	positive:-4.23346785340682
,	negative:-3.719721491535719	positive:-3.727493551383422
worth	negative:-6.414671336692304	positive:-6.232349779898349
a	negative:-3.71748817315174	positive:-3.716201999340996
br	negative:-4.205075248054521	positive:-4.194448155480234
Santa	negative:-8.937119891465406	positive:-8.531654783357242
scenes	negative:-5.418841739343135	positive:-5.535706079482446
of	negative:-3.7411501730411216	positive:-3.735887002996847
from	negative:-4.41781470362865	positive:-4.42582542737473
especially	negative:-6.543519355208475	positive:-5.752998010623353
went	negative:-6.564478548866316	positive:-6.742159726103768
much	negative:-4.9485655646877005	positive:-4.9126872770227985
takes	negative:-6.320015885689971	positive:-6.009860957386131
''	negative:-4.371181233313834	positive:-4.464209754123488
got	negative:-5.685311652421517	positive:-5.744735072892317
people	negative:-5.042614284149614	positive:-5.0680609498107785
paid	negative:-8.021124808625153	positive:-8.12648532428298
check	negative:-7.434191750262276	positive:-7.028726642154111
in	negative:-3.8273544152238013	positive:-3.793308573814084
par	negative:-8.713943484862313	positive:-8.937087036176523
described	negative:-8.021026268658906	positive:-8.531851892424896
previous	negative:-7.759220268987616	positive:-7.328437352895162
objective	negative:-9.224801963917187	positive:-8.377504103529983
thorough	negative:-9.224670536284338	positive:-9.224670536284338
sense	negative:-6.183395866526828	positive:-6.588860974634993
relief	negative:-8.714107750513092	positive:-8.126321085610973
we	negative:-5.192989338991446	positive:-5.125166742652685
Trelkovsky	negative:-10.323217104657997	positive:-9.224604815989887
deterioration	negative:-10.323184242891017	positive:-9.630037062331072
comic	negative:-7.434224566736148	positive:-6.9923918144571084
said	negative:-6.079148317038423	positive:-6.093537054490523
increased	negative:-10.323184242891017	positive:-9.630037062331072
brooding	negative:-10.323184242891017	positive:-9.630037062331072
haunting	negative:-10.32347995992483	positive:-7.9255846871264595
uncertainty	negative:-9.630069924098052	positive:-9.630069924098052
score	negative:-7.147198597709799	positive:-6.587582809774377
can	negative:-4.75795580995318	positive:-4.6443586322294745
tenant	negative:-9.630069924098052	positive:-9.630069924098052
guide	negative:-8.937284151719721	positive:-7.925683240041241
full-blown	negative:-10.323184242891017	positive:-9.630037062331072
increasingly	negative:-8.713943484862313	positive:-8.937087036176523
inexplicable	negative:-9.224670536284338	positive:-9.224670536284338
mindfu	negative:-10.323184242891017	positive:-9.630037062331072
never	negative:-5.180451234953733	positive:-5.303304908059076
who	negative:-4.571921665847064	positive:-4.360021206107034
due	negative:-7.146608124001527	positive:-7.146608124001527
amounts	negative:-8.713976340151197	positive:-8.713976340151197
--	negative:-6.023578465883612	positive:-6.153256289192145
apartment	negative:-8.377766906987361	positive:-7.925781783244304
so	negative:-4.462058628769565	positive:-4.55542084636059
performances	negative:-6.800104561112762	positive:-6.0923585811316645
addressed	negative:-9.630135644392501	positive:-8.936988463832558
After	negative:-6.414343811469934	positive:-6.414343811469934
fine	negative:-7.147329766754093	positive:-6.496742200612943
The	negative:-4.04241771484833	positive:-4.001740135087514
suspense	negative:-7.233356956275002	positive:-7.434027651737153
his	negative:-4.656893896208032	positive:-4.5032275951744545
fear	negative:-7.758990432991004	positive:-7.758990432991004
escalating	negative:-10.323184242891017	positive:-9.630037062331072
seems	negative:-5.704043878395763	positive:-5.959568839213013
mental	negative:-8.021223338882233	positive:-7.8389017820882785
*	negative:-6.283118982426807	positive:-6.715252337617133
first-class	negative:-10.323249965345116	positive:-8.936955604225226
hop	negative:-9.630102784785171	positive:-9.224637676677007
detail	negative:-8.021223338882233	positive:-7.8389017820882785
rest	negative:-6.10721938356735	positive:-6.565526973049894
suicide	negative:-7.926011679627733	positive:-7.6848496228108445
however	negative:-6.860139425040474	positive:-6.355583414288079
building	negative:-8.021190496541886	positive:-7.92588031673756
has	negative:-4.681455844783915	positive:-4.43633338675093
truly	negative:-6.519835350089721	positive:-6.248960395954322
be	negative:-4.197696692997754	positive:-4.268055373939
obtained	negative:-9.224637676677007	positive:-9.630102784785171
chronicles	negative:-10.323217104657997	positive:-9.224604815989887
experienced	negative:-8.531851892424896	positive:-8.021026268658906
meek	negative:-10.323184242891017	positive:-9.630037062331072
wrought	negative:-10.323217104657997	positive:-9.224604815989887
(	negative:-4.258442380059604	positive:-4.242764567340374
Polanski	negative:-10.323249965345116	positive:-8.936955604225226
)	negative:-4.249804707112471	positive:-4.227679910831835
man	negative:-5.8871165905345615	positive:-5.5506443539133485
comes	negative:-6.216507931939348	positive:-6.078886554063301
us	negative:-6.024428722646958	positive:-5.817634309334278
Polish	negative:-9.630069924098052	positive:-9.630069924098052
Tenant	negative:-10.323184242891017	positive:-9.630037062331072
world	negative:-6.154335337772279	positive:-5.655893773206009
unexpected	negative:-9.224999072984842	positive:-7.758662004191415
fellow	negative:-8.126452478706454	positive:-8.126452478706454
through	negative:-5.404308118347946	positive:-5.53577125790841
makes	negative:-5.648485073156099	positive:-5.526595255547062
obnoxious	negative:-8.24400556511491	positive:-9.224834818126634
seldom	negative:-10.323348540928025	positive:-8.377438391872712
plot	negative:-4.945223738499587	positive:-5.51401390271105
thrown	negative:-7.7591217743144565	positive:-7.4908577877197775
later	negative:-6.5195405242805	positive:-6.414180008622674
scrutiny	negative:-10.323184242891017	positive:-9.630037062331072
Therefore	negative:-8.937152745674855	positive:-8.377536957739432
thriller	negative:-7.433699373879829	positive:-7.839164481987993
under	negative:-6.992818330646583	positive:-6.891035636336641
laced	negative:-9.224637676677007	positive:-9.630102784785171
equal	negative:-8.714009194360644	positive:-8.53168763756669
paranoia	negative:-9.224801963917187	positive:-8.377504103529983
;	negative:-5.6124761733836905	positive:-5.471162640317113
every	negative:-5.629679164496274	positive:-5.6667204361766235
really	negative:-4.802082934429576	positive:-4.830028864820135
included	negative:-7.759023269939141	positive:-7.68491529778542
intricately-plotted	negative:-10.323184242891017	positive:-9.630037062331072
manner	negative:-7.926077354602307	positive:-7.551383905160897
left	negative:-6.0932752915154005	positive:-6.2002474110675685
David	negative:-7.328929680795481	positive:-6.992457444174268
group	negative:-6.82854808075921	positive:-7.029218776221361
unstable	negative:-8.937021322360168	positive:-9.22470339481195
coworkers	negative:-9.630102784785171	positive:-9.224637676677007
k	negative:-8.937021322360168	positive:-9.22470339481195
party	negative:-7.839230146181332	positive:-7.328404522415341
occupants	negative:-10.323217104657997	positive:-9.224604815989887
efforts	negative:-9.224900523307513	positive:-8.020927718981577
are	negative:-4.2391916678699895	positive:-4.204405551784574
apartment-warming	negative:-10.323184242891017	positive:-9.630037062331072
seemingly	negative:-7.758924755859757	positive:-7.925978840522924
gives	negative:-6.959038228488593	positive:-6.077838816425708
...	negative:-5.097008169414731	positive:-5.473637727883007
reason	negative:-6.107284873596517	positive:-6.520130089002303
though	negative:-5.67655808840133	positive:-5.526497393825596
What	negative:-5.6471141367878355	positive:-5.947218729238173
Lynch	negative:-9.224736252259914	positive:-8.713910628493924
sinister	negative:-9.63020136036808	positive:-8.531589071699969
Why	negative:-6.355288404862026	positive:-7.190086102484999
question	negative:-7.759548514518218	positive:-6.923300490317599
Larry	negative:-8.713943484862313	positive:-8.937087036176523
down	negative:-5.704435855927404	positive:-5.818549162694825
one	negative:-4.28066759689719	positive:-4.262360449452833
had	negative:-4.777894554694836	positive:-4.967938157582701
version	negative:-6.4142455329813775	positive:-6.476120936699465
woo	negative:-9.224604815989887	positive:-10.323217104657997
decides	negative:-7.146378401144733	positive:-7.491218887436463
off	negative:-5.156747293313922	positive:-5.5207126705153335
get	negative:-4.903494122362912	positive:-5.019096132072935
using	negative:-7.146542494284367	positive:-7.233553871273997
burning	negative:-8.531589071699969	positive:-9.63020136036808
was	negative:-4.029075615658657	positive:-4.16260700828318
he	negative:-4.622107896869789	positive:-4.675992985364768
listen	negative:-7.925946000339673	positive:-7.838934623350043
Woo	negative:-9.630037062331072	positive:-10.323184242891017
jokes	negative:-7.188806721661942	positive:-7.685243607975833
boot	negative:-8.377438391872712	positive:-10.323348540928025
Shemp	negative:-9.630069924098052	positive:-9.630069924098052
flick	negative:-6.5641834814084765	positive:-7.029546731097709
original	negative:-5.958620925369501	positive:-6.037609336688131
!	negative:-4.699157763622165	positive:-4.742642875561904
Toward	negative:-9.630037062331072	positive:-10.323184242891017
criticism	negative:-8.937119891465406	positive:-8.531654783357242
n't	negative:-4.104078245629905	positive:-4.269554074814217
why	negative:-5.559376999388863	positive:-5.776184732253987
effort	negative:-7.0663356934711965	positive:-7.616382030390469
hash	negative:-9.630037062331072	positive:-10.323184242891017
end	negative:-5.390310362264049	positive:-5.456755461672202
magically	negative:-8.936988463832558	positive:-9.630135644392501
lifted	negative:-8.3774712482411	positive:-9.630234216736469
gets	negative:-5.921480330742496	positive:-6.0241344848025795
still	negative:-5.687594460613492	positive:-5.208021380351606
Moe	negative:-9.630135644392501	positive:-8.936988463832558
actually	negative:-5.410961511041087	positive:-5.696213448639576
real	negative:-5.724924074409577	positive:-5.593895812003172
merely	negative:-7.925913159077909	positive:-7.925913159077909
darts	negative:-9.630037062331072	positive:-10.323184242891017
any	negative:-4.987512876675401	positive:-5.371775777132963
allow	negative:-7.433600869504513	positive:-8.126748050064458
15	negative:-7.490923451913116	positive:-7.616086594867122
And	negative:-5.1353433448862456	positive:-5.336628102387956
happen	negative:-6.769969953241143	positive:-6.828810453264077
stuck	negative:-7.490759283344461	positive:-8.021387534406632
or	negative:-4.520533609304327	positive:-4.6668257025190645
years	negative:-6.025898614629587	positive:-5.417308822097704
did	negative:-4.820087221031497	positive:-5.069681958432877
again	negative:-5.985374612470578	positive:-5.637832152095117
answered	negative:-9.224637676677007	positive:-9.630102784785171
gags	negative:-8.244268359939364	positive:-7.925814628820829
Joe	negative:-8.244334047856094	positive:-7.758826232074394
bull	negative:-9.224604815989887	positive:-10.323217104657997
Do	negative:-6.136744832221588	positive:-6.771051512758599
Columbia	negative:-9.630037062331072	positive:-10.323184242891017
type	negative:-7.028956334859096	positive:-7.105917375995224
right	negative:-5.921676498924646	positive:-5.9463691115150175
sensitive	negative:-9.224801963917187	positive:-8.377504103529983
rather	negative:-6.395228863283949	positive:-6.0785592539589155
make	negative:-4.835342042028377	positive:-5.20670153765003
your	negative:-5.328136772087688	positive:-5.495801171081669
far	negative:-5.774355383775708	positive:-6.201097890331157
see	negative:-4.754397046190561	positive:-4.6279128990814415
younger	negative:-8.021748669688549	positive:-6.99212925250739
life	negative:-5.7879084873091085	positive:-5.294250667165483
all	negative:-4.35475666989714	positive:-4.385138753585262
sound	negative:-6.769773180316462	positive:-7.029284375801547
Curly	negative:-9.630102784785171	positive:-9.224637676677007
Also	negative:-6.770166687453857	positive:-6.661953102813624
studio	negative:-8.244104121267357	positive:-8.531786193719137
appear	negative:-7.491186065577102	positive:-7.1889051937041675
standards	negative:-8.377734060331969	positive:-8.021059116393236
throw	negative:-7.433568032556376	positive:-8.244498248772706
high	negative:-6.355714501657999	positive:-6.74248747675401
know	negative:-5.2962698172034015	positive:-5.283366412367494
order	negative:-6.798793515366139	positive:-6.957858209995827
probably	negative:-5.774747668841216	positive:-6.024559467237586
work	negative:-5.765289060369289	positive:-5.685246352695753
carefully	negative:-8.713943484862313	positive:-8.937087036176523
without	negative:-5.7746496120008555	positive:-6.065846626560081
going	negative:-5.5850968578829585	positive:-5.755318007742826
re-record	negative:-9.630037062331072	positive:-10.323184242891017
riding	negative:-8.377438391872712	positive:-10.323348540928025
quite	negative:-5.910045390555145	positive:-5.785591216081738
?	negative:-4.570902187868768	positive:-5.174437209739026
Pictures	negative:-9.630168502920114	positive:-8.71387777104596
oh	negative:-7.379467973259663	positive:-8.532147483198049
slow	negative:-6.49661103156865	positive:-7.329520154503754
pitiful	negative:-8.531556214252005	positive:-10.32331568348006
long	negative:-5.984361457714413	positive:-5.971458052878505
honest	negative:-8.244432571641457	positive:-7.551285391081513
background	negative:-7.279844148973224	positive:-7.433994828800482
Vision	negative:-10.323184242891017	positive:-9.630037062331072
now	negative:-6.038557250531643	positive:-5.646885464555814
Eagle	negative:-9.630102784785171	positive:-9.224637676677007
Topgun.	negative:-10.323184242891017	positive:-9.630037062331072
good	negative:-4.675670571124162	positive:-4.6551219028967745
like	negative:-4.4141317018422805	positive:-4.517431271680085
looks	negative:-6.1522743245294285	positive:-6.542471960506805
were	negative:-4.868831888198403	positive:-5.111145355620333
favirote	negative:-10.323184242891017	positive:-9.630037062331072
me	negative:-4.809017648360572	positive:-4.949375006055495
been	negative:-4.890316719088857	positive:-5.05893943152465
view	negative:-7.189528624892637	positive:-6.741503902365677
To	negative:-6.355943863214731	positive:-6.565035661073289
Queen	negative:-8.531786193719137	positive:-8.244104121267357
Topgun	negative:-10.323184242891017	positive:-9.630037062331072
air	negative:-7.27964718872573	positive:-7.839262976661153
zooming	negative:-10.323217104657997	positive:-9.224604815989887
rubbish.	negative:-9.224637676677007	positive:-9.630102784785171
amazing	negative:-7.380813448891304	positive:-6.475104826347686
some	negative:-4.651770051014789	positive:-4.6757028172264175
fighter	negative:-9.224736252259914	positive:-8.713910628493924
but	negative:-4.084421275028407	positive:-4.086309849716275
song.	negative:-10.323217104657997	positive:-9.224604815989887
Iron	negative:-9.22470339481195	positive:-8.937021322360168
dogfight	negative:-10.323184242891017	positive:-9.630037062331072
films	negative:-5.465362575432168	positive:-5.1970985888374885
different	negative:-6.772491774873361	positive:-5.627359470570359
song	negative:-7.379861958424652	positive:-7.433929179694927
always	negative:-6.2681815498953375	positive:-5.619094359129423
lot	negative:-5.715104279078573	positive:-5.568050861122076
sequels	negative:-8.531819043611558	positive:-8.126353935503392
This	negative:-4.490791092461962	positive:-4.4822318390662925
One	negative:-6.356991703776894	positive:-6.009795503792706
very	negative:-5.007732534438294	positive:-4.553553946336955
jets	negative:-10.323184242891017	positive:-9.630037062331072
opinion	negative:-7.0665654163279905	positive:-7.233619500991156
fantastic	negative:-8.714731714015052	positive:-6.991965116273949
thumping	negative:-10.323184242891017	positive:-9.630037062331072
will	negative:-5.298187487984311	positive:-4.964502062270277
used	negative:-6.266382311632504	positive:-6.301473631443773
Black	negative:-7.925847473318557	positive:-8.126518168780708
revolution	negative:-9.6302999262348	positive:-8.126222529458525
DVD	negative:-6.395588887507649	positive:-5.932965365559536
soon	negative:-6.859614903654202	positive:-6.714432893809704
after	negative:-5.465004519994852	positive:-5.263634768230203
possible	negative:-7.146476860259665	positive:-7.32879841705362
intense	negative:-8.53211464409324	positive:-7.433502355425129
connection	negative:-7.925814628820829	positive:-8.244268359939364
Robert	negative:-6.992916731630673	positive:-6.798760717189714
catch	negative:-7.92604451765417	positive:-7.6158895893503304
Stiers	negative:-10.323184242891017	positive:-9.630037062331072
fresh	negative:-8.377734060331969	positive:-8.021059116393236
after-game	negative:-10.323184242891017	positive:-9.630037062331072
not	negative:-4.221360208181213	positive:-4.241119358161676
Look	negative:-8.377766906987361	positive:-7.925781783244304
luck	negative:-7.684718259920672	positive:-8.377865440480617
meandering	negative:-8.937021322360168	positive:-9.22470339481195
finding	negative:-7.759023269939141	positive:-7.68491529778542
based	negative:-6.859746059795777	positive:-6.611909895891195
saw	negative:-5.7444085316145985	positive:-5.786081228015167
re-cutting	negative:-10.323184242891017	positive:-9.630037062331072
Mike	negative:-8.126386784316733	positive:-8.37770121259764
nice	negative:-6.68907543469868	positive:-6.063981717383751
last	negative:-6.108397548384873	positive:-5.958457401093958
readying	negative:-10.323184242891017	positive:-9.630037062331072
themselves.	negative:-10.323217104657997	positive:-9.224604815989887
whole	negative:-5.806966710891432	positive:-5.934306133268033
icon	negative:-10.323217104657997	positive:-9.224604815989887
No	negative:-6.454641542404669	positive:-6.74232361485645
memorable	negative:-7.839427112894595	positive:-7.066237224661113
young	negative:-6.436248479725896	positive:-5.6933397896068865
thin	negative:-7.433502355425129	positive:-8.53211464409324
omitting.	negative:-10.323184242891017	positive:-9.630037062331072
repeat	negative:-8.531720490696776	positive:-8.531720490696776
uniform	negative:-9.630069924098052	positive:-9.630069924098052
frisky	negative:-9.630069924098052	positive:-9.630069924098052
But	negative:-5.130808633093224	positive:-5.15866558759619
release	negative:-7.434224566736148	positive:-6.9923918144571084
tangible	negative:-10.323184242891017	positive:-9.630037062331072
budget	negative:-6.433760020303522	positive:-7.02974345240982
could	negative:-4.815755208054905	positive:-5.127729973075731
moments	negative:-6.82933499184608	positive:-6.394016920588235
American	negative:-6.414769573344477	positive:-6.183657852381091
lucky	negative:-8.531720490696776	positive:-8.531720490696776
watch	negative:-5.222242679472018	positive:-5.169444493905047
certainly	negative:-6.714826310639904	positive:-6.541554589365868
UCLA	negative:-9.630069924098052	positive:-9.630069924098052
ground	negative:-8.126518168780708	positive:-7.925847473318557
released	negative:-7.189463018856858	positive:-6.798596710169846
:	negative:-5.11517385041642	positive:-5.057415016264228
before	negative:-5.594026347525337	positive:-5.685833896778459
Now	negative:-6.588107382751227	positive:-6.636897546920658
Good	negative:-8.021650191181404	positive:-7.105359459307248
Pieces	negative:-10.323217104657997	positive:-9.224604815989887
scene	negative:-5.478814343140774	positive:-5.639496724831248
N	negative:-10.323184242891017	positive:-9.630037062331072
little	negative:-5.41265570882032	positive:-5.289211517729198
Jakes	negative:-10.323217104657997	positive:-9.224604815989887
As	negative:-5.80713009623613	positive:-5.874571377031662
Towne	negative:-10.323184242891017	positive:-9.630037062331072
simply	negative:-6.107284873596517	positive:-6.520130089002303
word	negative:-7.066696662841943	positive:-7.066696662841943
You	negative:-5.984197949481409	positive:-6.037543930186701
'll	negative:-5.8516798772018275	positive:-5.796417198526778
-	negative:-5.503019923123558	positive:-5.4871465739672685
tape	negative:-8.37763551389188	positive:-8.37763551389188
movements	negative:-8.936988463832558	positive:-9.630135644392501
accurate	negative:-8.244202667707446	positive:-8.126419632051062
soaring	negative:-10.323184242891017	positive:-9.630037062331072
her	negative:-5.153291594497779	positive:-5.093328129730222
student	negative:-8.714271989185098	positive:-7.684652572003941
managed	negative:-7.759023269939141	positive:-7.68491529778542
comments	negative:-7.280008252884188	positive:-7.189036474678461
yet	negative:-6.395196127380844	positive:-6.0929152555079105
male	negative:-7.066663852828324	positive:-7.105884565981605
Chinatown	negative:-10.323184242891017	positive:-9.630037062331072
Ogend	negative:-10.323184242891017	positive:-9.630037062331072
Harry	negative:-8.714239143608575	positive:-7.758727698581137
years.	negative:-8.713943484862313	positive:-8.937087036176523
enough	negative:-5.49381235344619	positive:-5.852757445919462
Easy	negative:-9.630168502920114	positive:-8.71387777104596
showers	negative:-10.323184242891017	positive:-9.630037062331072
sexual	negative:-7.685046634796378	positive:-7.49089062035542
'70	negative:-10.323184242891017	positive:-9.630037062331072
wandering	negative:-8.713910628493924	positive:-9.224736252259914
character	negative:-5.342431893911869	positive:-5.308983959844329
certain	negative:-7.2802707631400025	positive:-6.890805996378279
bonding	negative:-8.93718559880494	positive:-8.244038418244994
overall	negative:-7.43412611408359	positive:-7.105622047111554
Jack	negative:-7.7591546069501	positive:-7.433732206515471
thirty	negative:-8.937087036176523	positive:-8.713943484862313
Warren	negative:-8.937021322360168	positive:-9.22470339481195
first	negative:-5.177220657078654	positive:-4.898196647369987
preservation	negative:-10.323217104657997	positive:-9.224604815989887
witnessed	negative:-9.224769108628303	positive:-8.531621928068358
others	negative:-6.688223617984329	positive:-6.519147287940395
name	negative:-6.687994158687763	positive:-6.687994158687763
Five	negative:-8.937021322360168	positive:-9.22470339481195
breaker	negative:-9.630102784785171	positive:-9.224637676677007
Karen	negative:-9.22470339481195	positive:-8.937021322360168
Tepper	negative:-10.323184242891017	positive:-9.630037062331072
stayed	negative:-8.244235514362838	positive:-8.02109196304863
rwint	negative:-10.323184242891017	positive:-9.630037062331072
casual	negative:-9.630135644392501	positive:-8.936988463832558
powder-blue	negative:-10.323217104657997	positive:-9.224604815989887
between	negative:-5.946499868927515	positive:-5.874179207347889
dark-blue	negative:-10.323184242891017	positive:-9.630037062331072
folks	negative:-7.758760544157663	positive:-8.531950432391145
'm	negative:-5.375571791872861	positive:-5.612899978179028
guard	negative:-9.630168502920114	positive:-8.71387777104596
Two	negative:-7.55171221535131	positive:-7.2797784998676685
shows	negative:-6.56562520648536	positive:-6.064145445137608
late	negative:-6.923989455420885	positive:-6.798826312466878
There	negative:-5.168403911084824	positive:-5.435350085057427
car	negative:-6.890805996378279	positive:-7.2802707631400025
nudity	negative:-7.379664985245196	positive:-7.839197314623636
surprise	negative:-7.759285926713913	positive:-7.233192830817133
use	negative:-6.337350011910793	positive:-6.519671568704748
playing	negative:-6.375123098316652	positive:-6.455165805990188
7	negative:-7.839197314623636	positive:-7.379664985245196
Actor	negative:-9.22470339481195	positive:-8.937021322360168
college	negative:-7.838934623350043	positive:-7.925946000339673
clashes	negative:-10.323184242891017	positive:-9.630037062331072
Cindy	negative:-9.630069924098052	positive:-9.630069924098052
Williams	negative:-8.377734060331969	positive:-8.021059116393236
come-out	negative:-10.323184242891017	positive:-9.630037062331072
Cinematheque	negative:-10.323217104657997	positive:-9.224604815989887
sports	negative:-8.377504103529983	positive:-9.224801963917187
60	negative:-8.714140600405512	positive:-8.020993419845567
Gittes	negative:-10.323184242891017	positive:-9.630037062331072
success	negative:-8.02142037027654	positive:-7.433633705374421
Director	negative:-7.685276433067336	positive:-7.146279932334649
low	negative:-6.518589938287425	positive:-7.280729990334322
via	negative:-8.937021322360168	positive:-9.22470339481195
early	negative:-6.828908825208478	positive:-6.687830226948572
completely	negative:-6.107514054929063	positive:-6.375778041523743
picks	negative:-8.126321085610973	positive:-8.714107750513092
killing	negative:-7.188938015563529	positive:-7.434060473596514
back	negative:-5.603424176284846	positive:-5.518627639624769
hand	negative:-6.923759853123853	positive:-7.029120368781679
victimisation	negative:-10.323184242891017	positive:-9.630037062331072
lives	negative:-7.234996731009476	positive:-6.106531479191685
church	negative:-8.021026268658906	positive:-8.531851892424896
starts	negative:-6.798990281837767	positive:-6.770002744964515
everything	negative:-6.337874017948852	positive:-6.215984200339816
stacked	negative:-10.323184242891017	positive:-9.630037062331072
moment	negative:-6.714662405769924	positive:-6.6620186722845025
corpses	negative:-8.936988463832558	positive:-9.630135644392501
salt	negative:-9.63020136036808	positive:-8.531589071699969
War	negative:-7.839361461634066	positive:-7.146214281074121
directed	negative:-7.1893646017321995	positive:-6.890871613176203
into	negative:-5.057772002653856	positive:-5.057772002653856
degrade	negative:-10.323184242891017	positive:-9.630037062331072
personal	negative:-7.75931875396053	positive:-7.1887738954929175
bag	negative:-8.377569810869517	positive:-8.714042047490729
waiting	negative:-7.1055892274066	positive:-7.491251708218585
potatoes	negative:-10.323184242891017	positive:-9.630037062331072
conclusion	negative:-7.838868939747931	positive:-8.12655101219971
gesture	negative:-9.630069924098052	positive:-9.630069924098052
village	negative:-8.377799752563886	positive:-7.838803251831199
instincts	negative:-9.630102784785171	positive:-9.224637676677007
bit	negative:-6.03813243474825	positive:-5.7747149842961
them	negative:-5.103771665799622	positive:-5.175824983439679
animals	negative:-8.532147483198049	positive:-7.379467973259663
nationalistic	negative:-10.323184242891017	positive:-9.630037062331072
understand	negative:-6.337448283960663	positive:-6.455231319617047
